Nombre,Tipo,Fecha inicio,Fecha fin,GPS,Municipio,Precio,Provincia
Betto Snay + Celtas Cortos,Concierto,20220813,20220813,"43.052649,-3.001022",Amurrio,Gratis,Araba
Koloka + Skakeitan + Kakolak + De Grands Enfants,Concierto,20220813,20220813,"43.3448219299,-1.62106096745",Ascain,Gratis,Iparralde
Semana Grande De Donostia/San Sebastián 2022: Miren,Concierto,20220813,20220813,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Semana Grande De Donostia/San Sebastián 2022: Cliché,Concierto,20220813,20220813,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Urdaibaiko Organoak 2022: Patxo Telleria + Benantzi Bilbao,Concierto,20220813,20220813,"43.354463,-2.684153",Murueta,0,Bizkaia
Hondarribia Reggae Town 2022,Festival,20220813,20220813,"43.362531,-1.791498",Hondarribia,Gratis,Gipuzkoa
Bertso Saioa: Maddi Ane Txoperena + Egoitz Zelaia,Bertsolarismo,20220813,20220813,"43.338272,-1.789207",Irun,0,Gipuzkoa
Iñaki Dieguez Trio,Concierto,20220813,20220813,"43.278322,-2.126597",Orio,0,Gipuzkoa
Oscar Terol: Mundos Para Lelos,Teatro,20220813,20220813,"43.320624,-3.020331",Portugalete,Gratis,Bizkaia
Zea Mays + Raimundo El Canastero,Concierto,20220813,20220813,"43.110164,-1.895901",Leitza,Gratis,Navarra
Lekeitioko Itxas Soinua Musikaldia 2022: Bos - Bilbao Orkestra Sinfonikoa,Concierto,20220813,20220813,"43.365509,-2.503344",Lekeitio,0,Bizkaia
La Sra. Tomasa + Mueveloreina,Concierto,20220813,20220813,"43.280364,-2.171588",Zarautz,Gratis,Gipuzkoa
Kezkak + Dinamita + Dj Bull,Concierto,20220813,20220813,"42.784378,-1.382685",Aoiz/Agoitz,Gratis,Navarra
Femme-Fatale Aki Boni Eta Jlt + Miñoi,Concierto,20220813,20220813,"43.052649,-3.001022",Amurrio,Gratis,Araba
Marianitoz Blai,Concierto,20220813,20220813,"43.2097167,-1.1580265",Ainhice-Mongelos,Gratis,Iparralde
Kurkuma + Zaunka + Sodade,Concierto,20220813,20220813,"43.16452,-1.510798",Baztan,Gratis,Navarra
Debrass + Dj Mandrilia + Skabidean,Concierto,20220813,20220813,"43.295562,-2.353894",Deba,Gratis,Gipuzkoa
Doe + Dena + Shibari + Bassagain,Concierto,20220813,20220813,"43.320698,-2.420475",Ondarroa,Gratis,Bizkaia
Gezi + Z.I.E.K + Aho Zakil Konexion + Kamuts,Concierto,20220813,20220813,"43.272344,-1.541224",Zugarramurdi,Gratis,Navarra
La Topadora + Iheskide + Zirkinik Bez,Concierto,20220813,20220813,"43.099664,-2.749615",Zeanuri,Gratis,Bizkaia
Fanfarrelandia (Irun),Otro,20220813,20220813,"43.338272,-1.789207",Irun,Gratis,Gipuzkoa
Semana Grande De Donostia/San Sebastián 2022: Izaro Eta Lohizune + Onki Xin,Concierto,20220813,20220813,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Akabo!,Teatro,20220814,20220814,"43.049689,-2.279856",Gabiria,Gratis,Gipuzkoa
Semana Grande De San Sebastián 2022: La M.O.D.A.,Concierto,20220814,20220814,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Programa De Fiestas Del Puerto Viejo De Algorta 2022,Otro,20220810,20220814,"43.362286,-3.012567",Getxo,0,Bizkaia
Gorlizko Musikaldia 2022: Olatz Zugasti,Concierto,20220814,20220814,"43.413272,-2.931929",Gorliz,Gratis,Bizkaia
Fiestas De Zarautz 2022: La Oreja De Van Gogh,Concierto,20220814,20220814,"43.280364,-2.171588",Zarautz,Gratis,Gipuzkoa
Bertso Jaialdia: Nerea Ibarzabal + Endika Igartzabal Murua + Sebastian Lizaso + Maialen Lujanbio + Ane Zuazubiskar Iñarra + Iker Zubeldia,Bertsolarismo,20220814,20220814,"43.049689,-2.279856",Gabiria,0,Gipuzkoa
Bertso Saioa: Asier Alcedo + Mikel Arrate + Naroa Torralba,Bertsolarismo,20220814,20220814,"43.362286,-3.012567",Getxo,0,Bizkaia
Bertso Saioa: Maddi Ane Txoperena + Ekhiñe Zapiain Arlegi,Bertsolarismo,20220814,20220814,"43.036878,-2.000468",Araitz,0,Navarra
Programa Fiestas Del Puerto Viejo De Algorta 2022,Fiestas,20220810,20220814,"43.362286,-3.012567",Getxo,0,Bizkaia
Bertso Jaialdia: Miren Artetxe + Sustrai Colina + Xabat Illarregi + Jexux Mari Irazu Muñoa + Alaia Martin,Bertsolarismo,20220814,20220814,"43.110164,-1.895901",Leitza,0,Navarra
Bertso Jaialdia: Miren Amuriza + Sustrai Colina + Onintza Enbeita + Unai Iturriaga,Bertsolarismo,20220814,20220814,"43.220496,-2.733236",Amorebieta-Etxano,0,Bizkaia
"Quincena Musical De San Sebastián 2022: “La Fille Du Régiment”, G. Donizetti",Concierto,20220814,20220814,"43.320725,-1.984449",Donostia-San Sebastián,11 / 80 €,Gipuzkoa
Quincena Musical De San Sebastián 2022: Gunnar Idenstam,Concierto,20220814,20220814,"43.271382,-2.049934",Usurbil,Gratis,Gipuzkoa
Antso Azkarra,Teatro,20220814,20220814,"43.1637466,-1.2369923",Saint-Jean-Pied-de-Port,0,Iparralde
Festival De Teatro De Humor De Araia 2022: Panoli Kabareta,Teatro,20220814,20220814,"43.122201,-3.128209",Artziniega,Gratis,Araba
Festival De Teatro De Humor De Araia 2022: Bidearen Amaieran,Teatro,20220814,20220814,"42.889222,-2.312303",Asparrena,Gratis,Araba
Otxalde,Concierto,20220814,20220814,"43.3080044282,-1.49873256683",Ainhoa,0,Iparralde
Bertso Jaialdia: Nerea Elustondo + Agin Laburu + Aitor Mendiluze + Anjel Mari Peñagarikano,Bertsolarismo,20220814,20220814,"43.154467,-2.085025",Hernialde,0,Gipuzkoa
Festival De Teatro De Humor De Araia 2022: Tartana,Teatro,20220814,20220814,"42.889222,-2.312303",Asparrena,Gratis,Araba
Festival De Teatro De Humor De Araia 2022: Kobr3,Teatro,20220814,20220814,"42.739815,-2.44598",Arraia-Maeztu,Gratis,Araba
Festival De Teatro De Humor De Araia 2022: La Buena Letra,Teatro,20220814,20220814,"42.889222,-2.312303",Asparrena,5 €,Araba
Festival De Teatro De Humor De Araia 2022: Las Aves,Teatro,20220814,20220814,"42.889222,-2.312303",Asparrena,15 €,Araba
Semana Grande De Donostia/San Sebastián 2022: Physis Vs Nomos + Kerobia,Concierto,20220814,20220814,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Con Los Pies En Las Nubes 2022: ¡Qué Circo De Mujer!,Teatro,20220814,20220814,"42.534419,-2.305133",Bargota,Gratis,Navarra
Harriminak,Teatro,20220814,20220814,"43.036878,-2.000468",Araitz,Gratis,Navarra
Dientes De Luna + Oxabi Erromeria,Concierto,20220814,20220814,"43.317233,-2.678958",Gernika-Lumo,Gratis,Bizkaia
Goxua'N Salsa,Concierto,20220814,20220814,"43.317233,-2.678958",Gernika-Lumo,Gratis,Bizkaia
Chill Mafia + La Furia,Concierto,20220814,20220814,"43.052649,-3.001022",Amurrio,Gratis,Araba
Euskal Kantuaren 49. Festibala,Otro,20220814,20220814,"43.2083664249,-0.906286239624",Garindein,0,Iparralde
Gezi + Mconak + Les Z'Anonymes,Concierto,20220814,20220814,"43.3448219299,-1.62106096745",Ascain,0,Iparralde
Andoni Oilokiegi + La Regadera + Skakeitan + Gora Herria,Concierto,20220814,20220814,"43.316747781,-1.35097503662",Louhossoa,0,Iparralde
Botakantu,Concierto,20220814,20220814,"43.0986368,-1.4274518",Les Aldudes,0,Iparralde
Semana Grande De Donostia/San Sebastián 2022: The Fake Cousin,Concierto,20220814,20220814,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Semana Grande De Donostia/San Sebastián 2022: Desastre,Concierto,20220814,20220814,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Concierto De La Banda De Música Ciudad De Hondarribia,Concierto,20220814,20220814,"43.362531,-1.791498",Hondarribia,Gratis,Gipuzkoa
Bertso Saioa: Miren Amuriza + Arkaitz Estiballes + Beñat Gaztelumendi + Aitor Sarriegi,Bertsolarismo,20220814,20220814,"43.320624,-3.020331",Portugalete,0,Bizkaia
Zirkus,Teatro,20220814,20220814,"43.320624,-3.020331",Portugalete,Gratis,Bizkaia
Gozategi + Trikizio,Concierto,20220814,20220814,"43.3080044282,-1.49873256683",Ainhoa,0,Iparralde
Los Pimientos,Concierto,20220814,20220814,"42.784378,-1.382685",Aoiz/Agoitz,Gratis,Navarra
Psycho Clown,Teatro,20220814,20220814,"43.036248,-2.504542",Aretxabaleta,Gratis,Gipuzkoa
Rockalean,Concierto,20220814,20220814,"43.178205,-2.31164",Azkoitia,Gratis,Gipuzkoa
Hiri Besta 2022,Festival,20220811,20220814,"43.3593876,-1.7759398",Hendaye,0,Iparralde
Ginger + Zaunka + Rukula,Concierto,20220814,20220814,"43.338272,-1.789207",Irun,Gratis,Gipuzkoa
Huntza,Concierto,20220814,20220814,"43.320624,-3.020331",Portugalete,Gratis,Bizkaia
Urrats,Concierto,20220814,20220814,"43.295562,-2.353894",Deba,Gratis,Gipuzkoa
Zirkinik Bez + Kilimak + Dj,Concierto,20220814,20220814,"43.199523,-2.074074",Zizurkil,Gratis,Gipuzkoa
Reincidentes + Segismundo Toxicomano,Concierto,20220814,20220814,"42.819042,-2.807789",Iruña de Oca,Gratis,Araba
Fiestas De Zaratamo 2022: Conciertos,Concierto,20220812,20220814,"43.211505,-2.873626",Zaratamo,Doakoa,Bizkaia
Biziraun + Guarimba Cumbia + Zarata Selektion + Txino Sound System,Concierto,20220814,20220814,"42.827026,-1.615326",Burlada/Burlata,Gratis,Navarra
Nahiak Nahi + Mafalda + Dj Reymy,Concierto,20220814,20220814,"42.827026,-1.615326",Burlada/Burlata,Gratis,Navarra
Semana Grande De Donostia/San Sebastián 2022: Dultze Meneo,Concierto,20220814,20220814,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
La Inquisicion + The Lio + Sofokaos + Eskejes Herejes,Concierto,20220814,20220814,"42.514577,-1.703149",Tafalla,Gratis,Navarra
Bonba Bat Naiz,Teatro,20220814,20220814,"43.129723,-2.13718",Albiztur,Gratis,Gipuzkoa
Semana Grande De San Sebastián 2022: Ariel Rot & Kiko Veneno,Concierto,20220815,20220815,"43.320725,-1.984449",Donostia-San Sebastián,0,Gipuzkoa
Bastidako Kale Antzerkia 2022: Piensa En Wilbur,Teatro,20220815,20220815,"42.590459,-2.792992",Labastida,Gratis,Araba
El Médico,Teatro,20220811,20220815,"43.320725,-1.984449",Donostia-San Sebastián,35 / 60 €,Gipuzkoa
Amoria & Dolore,Danza,20220815,20220815,"43.099664,-2.749615",Zeanuri,Gratis,Bizkaia
Botatzeak,Exposición,20220714,20220815,"43.165461,-1.1937948",Saint-Jean-le-Vieux,0,Iparralde
Bertso Jaialdia: Miren Artetxe + Onintza Enbeita + Aitor Etxebarriazarraga + Beñat Gaztelumendi,Bertsolarismo,20220815,20220815,"43.317233,-2.678958",Gernika-Lumo,0,Bizkaia
Bertso Jaialdia: Nerea Elustondo + Oihana Iguaran + Agin Laburu + Unai Mendizabal + Haritz Mujika,Bertsolarismo,20220815,20220815,"43.203792,-2.050079",Aduna,0,Gipuzkoa
Bertso Jaialdia: Amaia Agirre + Sustrai Colina + Nerea Ibarzabal + Sebastian Lizaso,Bertsolarismo,20220815,20220815,"43.191665,-1.732478",Arantza,0,Navarra
Bertso Jaialdia: Amets Arzallus + Andoni Egaña + Oihana Iguaran + Maialen Lujanbio + Aitor Mendiluze + Unai Mendizabal,Bertsolarismo,20220815,20220815,"43.199523,-2.074074",Zizurkil,0,Gipuzkoa
Bertso Saioa: Haira Aizpurua Ibargarai + Maider Arregi Markuleta + Amaia Iturriotz Etxaniz,Bertsolarismo,20220815,20220815,"43.3448219299,-1.62106096745",Ascain,0,Iparralde
Ciclo De Música Clásica De Álava 2022: Iñaki Alberdi,Concierto,20220815,20220815,"42.846718,-2.671635",Vitoria-Gasteiz,Gratis,Araba
Bertso Jaialdia: Sustrai Colina + Andoni Egaña + Nerea Ibarzabal + Manex Mujika,Bertsolarismo,20220815,20220815,"43.320725,-1.984449",Donostia-San Sebastián,0,Gipuzkoa
Bertso Jaialdia: Miren Amuriza + Unai Iturriaga + Ane Labaka Mayoz,Bertsolarismo,20220815,20220815,"43.130342,-2.585079",Atxondo,0,Bizkaia
Urdaibaiko Organoak 2022,Festival,20220716,20220815,"43.317233,-2.678958",Gernika-Lumo,0,Bizkaia
Programa Del Festival De Teatro De Humor De Araia 2022,Festival,20220812,20220815,"42.889222,-2.312303",Asparrena,15€ (abono 42€),Araba
Quincena Musical De San Sebastián 2022: Wayne Marshall,Concierto,20220815,20220815,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Quincena Musical De San Sebastián 2022: Iñaki Alberdi,Concierto,20220815,20220815,"42.846718,-2.671635",Vitoria-Gasteiz,Gratis,Araba
Bertso Saioa: Oier Arbina + Oihane Perea + Markel Yoller,Bertsolarismo,20220815,20220815,"42.889222,-2.312303",Asparrena,0,Araba
La Curva De La Felicidad,Teatro,20220809,20220815,"43.320725,-1.984449",Donostia-San Sebastián,20 / 25 €,Gipuzkoa
Festival De Teatro De Humor De Araia 2022: Bidearen Amaieran,Teatro,20220815,20220815,"43.052649,-3.001022",Amurrio,Gratis,Araba
Otxalde,Concierto,20220815,20220815,"43.3086883,-1.2440331",Hélette,0,Iparralde
Bertso Jaialdia: Unai Agirre Goia + Joanes Illarregi + Maialen Lujanbio + Iker Zubeldia,Bertsolarismo,20220815,20220815,"43.195548,-1.839412",Goizueta,0,Navarra
Festival De Teatro De Humor De Araia 2022: Mute,Teatro,20220815,20220815,"42.889222,-2.312303",Asparrena,Gratis,Araba
Festival De Teatro De Humor De Araia 2022: Tartana,Teatro,20220815,20220815,"43.143332,-2.962985",Llodio,Gratis,Araba
Festival De Teatro De Humor De Araia 2022: Piensa En Wilbur,Teatro,20220815,20220815,"42.590459,-2.792992",Labastida,Gratis,Araba
Festival De Teatro De Humor De Araia 2022: Que Salga Aristófanes,Teatro,20220815,20220815,"42.889222,-2.312303",Asparrena,15 €,Araba
Semana Grande De Donostia/San Sebastián 2022: Broken Brothers Brass Band,Concierto,20220815,20220815,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Semana Grande De Donostia/San Sebastián 2022: Zea Mays + Bad Sound System,Concierto,20220815,20220815,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
The Clams + Merina Gris,Concierto,20220815,20220815,"43.317233,-2.678958",Gernika-Lumo,Gratis,Bizkaia
Patxi Eta Konpainia,Danza,20220815,20220815,"43.3448219299,-1.62106096745",Ascain,0,Iparralde
Burgaintzi Dantza Taldea,Danza,20220815,20220815,"43.3086883,-1.2440331",Hélette,0,Iparralde
Polliki Dantza Taldea + Gura Show,Festival,20220815,20220815,"43.316747781,-1.35097503662",Louhossoa,0,Iparralde
Semana Grande De Donostia/San Sebastián 2022: Neona,Concierto,20220815,20220815,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Semana Grande De Donostia/San Sebastián 2022: Olimpia,Concierto,20220815,20220815,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Semana Grande De Donostia/San Sebastián 2022: Yes We Art,Teatro,20220815,20220815,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Urdaibaiko Organoak 2022: Michael Utz,Concierto,20220815,20220815,"43.407335,-2.698322",Mundaka,0,Bizkaia
Zarzuela – Asociación Lírica Luis Mariano,Concierto,20220815,20220815,"43.362531,-1.791498",Hondarribia,Gratis,Gipuzkoa
Bertso Saioa: Adrian Arruti + Alaia Martin + Aitor Sarriegi + Ekhiñe Zapiain Arlegi,Bertsolarismo,20220815,20220815,"43.338272,-1.789207",Irun,0,Gipuzkoa
Bi Ipuin!,Teatro,20220815,20220815,"43.320624,-3.020331",Portugalete,Gratis,Bizkaia
Kilimak,Concierto,20220815,20220815,"43.316747781,-1.35097503662",Louhossoa,Gratis,Iparralde
Espartinaren Besta,Otro,20220815,20220815,"43.2206580884,-0.890321731567",Mauléon-Licharre,0,Iparralde
Programa De Fiestas De Aduna 2022,Fiestas,20220812,20220815,"43.203792,-2.050079",Aduna,0,Gipuzkoa
Programa De Fiestas De Zizurkil 2022,Fiestas,20220812,20220815,"43.199523,-2.074074",Zizurkil,0,Gipuzkoa
Bidearen Amaieran,Teatro,20220815,20220815,"43.052649,-3.001022",Amurrio,Gratis,Araba
Txingones De La Rencle,Concierto,20220815,20220815,"43.110164,-1.895901",Leitza,Gratis,Navarra
Itxas Soinua Musikaldia 2022 En Lekeitio,Festival,20220811,20220815,"43.365509,-2.503344",Lekeitio,0,Bizkaia
Lekeitioko Itxas Soinua Musikaldia 2022: Inéditas,Concierto,20220815,20220815,"43.365509,-2.503344",Lekeitio,0,Bizkaia
Same Roots,Concierto,20220815,20220815,"42.784378,-1.382685",Aoiz/Agoitz,Gratis,Navarra
Diskopuntx,Teatro,20220815,20220815,"43.036248,-2.504542",Aretxabaleta,Gratis,Gipuzkoa
Neomak,Concierto,20220815,20220815,"43.052649,-3.001022",Amurrio,Gratis,Araba
Fiestas De Portugalete 2022: Gatibu,Concierto,20220815,20220815,"43.320624,-3.020331",Portugalete,Gratis,Bizkaia
Saia Goait + Lukiek,Concierto,20220815,20220815,"43.295562,-2.353894",Deba,Gratis,Gipuzkoa
Bassagain Sound System + Erreugiñak + Antxon Sagardui + Monikrak Selektora + Palenke Ft. Sweet Juice & Txisi Txamas,Concierto,20220815,20220815,"42.827026,-1.615326",Burlada/Burlata,Gratis,Navarra
Lemon Y Tal + La Tribu Obembe,Concierto,20220815,20220815,"42.827026,-1.615326",Burlada/Burlata,Gratis,Navarra
Semana Grande De Donostia/San Sebastián 2022: Aitzol Eta Ainhoa,Concierto,20220815,20220815,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Ahuntzak + Oki Moki + La Rekba,Concierto,20220815,20220815,"42.514577,-1.703149",Tafalla,Gratis,Navarra
Amak,Concierto,20220815,20220815,"43.189651,-2.529969",Mallabia,Gratis,Bizkaia
Cumbiam'Bero,Concierto,20220815,20220815,"43.1637466,-1.2369923",Saint-Jean-Pied-de-Port,Gratis,Iparralde
Fiestas De Ondarroa 2022: Hurrengo Geltokia,Danza,20220815,20220815,"43.320698,-2.420475",Ondarroa,Gratis,Bizkaia
"Nao, Now, Nau",Teatro,20220815,20220815,"43.297258,-2.256848",Zumaia,Gratis,Gipuzkoa
Bbk La Ruta Del Arte: Mujeres En El Museo,Exposición,20220809,20220816,"43.427864,-2.811455",Bakio,Gratis,Bizkaia
Semana Grande De San Sebastián 2022: Zetak,Concierto,20220816,20220816,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Exposición De Paul Ygartua.,Exposición,20220807,20220816,"43.413272,-2.931929",Gorliz,0,Bizkaia
Trío Medianoche,Concierto,20220816,20220816,"43.280364,-2.171588",Zarautz,Gratis,Gipuzkoa
Urte Berri On Amona!,Proyección Audiovisual,20220816,20220816,"43.2418374,-1.2841316",Ossès,Gratis,Iparralde
Bertso Saioa: Miren Amuriza + Miren Artetxe,Bertsolarismo,20220816,20220816,"43.320698,-2.420475",Ondarroa,0,Bizkaia
Quincena Musical De San Sebastián 2022: Joaquín Riquelme / Enrique Bagaría,Concierto,20220816,20220816,"43.320725,-1.984449",Donostia-San Sebastián,10 €,Gipuzkoa
Sagastitarrak (Preestreno),Teatro,20220816,20220816,"43.2482,-1.990517",Urnieta,5 €,Gipuzkoa
Programa De Fiestas De Mañaria 2022,Fiestas,20220812,20220816,"43.137484,-2.661135",Mañaria,Gratis,Bizkaia
Bertso Saioa,Bertsolarismo,20220816,20220816,"43.320725,-1.984449",Donostia-San Sebastián,0,Gipuzkoa
Bertso Saioa: Amets Arzallus + Nerea Ibarzabal + Julio Soto,Bertsolarismo,20220816,20220816,"43.133105,-1.751404",Zubieta,0,Navarra
Bertso Jaialdia: Oihana Iguaran + Aitor Mendiluze + Ane Zuazubiskar Iñarra + Iker Zubeldia,Bertsolarismo,20220816,20220816,"43.295562,-2.353894",Deba,0,Gipuzkoa
Bertso Saioa: Agin Laburu + Aitor Mendiluze,Bertsolarismo,20220816,20220816,"43.22048,-2.021122",Andoain,0,Gipuzkoa
Festival De Teatro De Humor De Araia 2022: Piensa En Wilbur,Teatro,20220816,20220816,"43.052649,-3.001022",Amurrio,Gratis,Araba
Festival De Teatro De Humor De Araia 2022: Kobr3,Teatro,20220816,20220816,"43.143332,-2.962985",Llodio,Gratis,Araba
Semana Grande De Donostia/San Sebastián 2022: Alargun Beltzak + Dj Miau,Concierto,20220816,20220816,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Festival De Las Murallas 2022: Poi,Teatro,20220816,20220816,"42.817643,-1.648541",Pamplona/Iruña,Gratis,Navarra
Programa De Fiestas De Mallabia 2022,Otro,20220814,20220816,"43.189651,-2.529969",Mallabia,0,Bizkaia
The Riff Truckers + Susan Santos,Concierto,20220816,20220816,"43.317233,-2.678958",Gernika-Lumo,Gratis,Bizkaia
Maider Cigarroa,Concierto,20220816,20220816,"43.3630665503,-1.69919013977",Urrugne,0,Iparralde
Programa Completo De Fiestas De Mallabia 2022,Fiestas,20220814,20220816,"43.189651,-2.529969",Mallabia,0,Bizkaia
Semana Grande De Donostia/San Sebastián 2022: Janus Lester,Concierto,20220816,20220816,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Semana Grande De Donostia/San Sebastián 2022: Ainhoa Larrañaga,Concierto,20220816,20220816,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Semana Grande De Donostia/San Sebastián 2022: Itsasoiko Itsasotik Sasoikoa. Ondarroa 12000,Proyección Audiovisual,20220816,20220816,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Bertso Saioa: Oihana Iguaran + Sebastian Lizaso,Bertsolarismo,20220816,20220816,"43.012119,-2.274118",Zerain,0,Gipuzkoa
Trikidantz,Concierto,20220816,20220816,"42.784378,-1.382685",Aoiz/Agoitz,Gratis,Navarra
Potxin Eta Patxin,Actividad Infantil,20220816,20220816,"43.036248,-2.504542",Aretxabaleta,Gratis,Gipuzkoa
Adabaki,Actividad Infantil,20220816,20220816,"43.178205,-2.31164",Azkoitia,Gratis,Gipuzkoa
Fiestas De Portugalete 2022: La M.O.D.A.,Concierto,20220816,20220816,"43.320624,-3.020331",Portugalete,Gratis,Bizkaia
La Guardia,Concierto,20220816,20220816,"43.320624,-3.020331",Portugalete,Gratis,Bizkaia
Goxuan' Salsa,Concierto,20220816,20220816,"43.295562,-2.353894",Deba,Gratis,Gipuzkoa
Rukula,Concierto,20220816,20220816,"43.320698,-2.420475",Ondarroa,Gratis,Bizkaia
Vitoria Music - Curso Internacional De Música De Vitoria-Gasteiz: La Flauta Clásica,Concierto,20220816,20220816,"42.846718,-2.671635",Vitoria-Gasteiz,"Donación: 3,50 €",Araba
Nahiak Nahi + Miru Gorriak + Kiripunk + Z-Erua & L’Kano + Sukaldari & Motxuelo + Bizibizin,Concierto,20220816,20220816,"42.827026,-1.615326",Burlada/Burlata,Gratis,Navarra
Kizama + Neomak,Concierto,20220816,20220816,"42.827026,-1.615326",Burlada/Burlata,Gratis,Navarra
Semana Grande De Donostia/San Sebastián 2022: La Jodedera,Concierto,20220816,20220816,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Jaleo + Apero + Huasi + Local Diks,Concierto,20220816,20220816,"42.514577,-1.703149",Tafalla,Gratis,Navarra
Merina Gris,Concierto,20220816,20220816,"43.036248,-2.504542",Aretxabaleta,Gratis,Gipuzkoa
Paseo Festibala 2022: Cumbiam'Bero,Concierto,20220816,20220816,"43.493343207,-1.4747428894",Bayonne,Gratis,Iparralde
Ets,Concierto,20220816,20220816,"43.178205,-2.31164",Azkoitia,Gratis,Gipuzkoa
Su Ta Gar,Concierto,20220816,20220816,"43.320698,-2.420475",Ondarroa,Gratis,Bizkaia
Kaleko Urdangak + Mc Onak + Dj Garrote,Concierto,20220816,20220816,"43.049689,-2.279856",Gabiria,Gratis,Gipuzkoa
Amak,Concierto,20220816,20220816,"43.143332,-2.962985",Llodio,Gratis,Araba
Chica Sobresalto + Doctor Deseo,Concierto,20220816,20220816,"43.143332,-2.962985",Llodio,Gratis,Araba
Progama De Fiestas De Andra Mari 2022 En Zeanuri,Fiestas,20220813,20220816,"43.099664,-2.749615",Zeanuri,0,Bizkaia
Programa Fiestas De Amurrio 2022,Fiestas,20220812,20220817,"43.052649,-3.001022",Amurrio,Gratis,Araba
Semana Grande De San Sebastián 2022: Mitic El Espectáculo,Concierto,20220817,20220817,"43.320725,-1.984449",Donostia-San Sebastián,0,Gipuzkoa
Zetak,Concierto,20220817,20220817,"43.280364,-2.171588",Zarautz,Gratis,Gipuzkoa
Bertso Jaialdia: Asier Azpiroz Iztueta + Nerea Elustondo + Unai Gaztelumendi Arandia + Maialen Lujanbio,Bertsolarismo,20220817,20220817,"43.320725,-1.984449",Donostia-San Sebastián,0,Gipuzkoa
Programa Completo De Fiestas De Amurrio 2022,Otro,20220812,20220817,"43.052649,-3.001022",Amurrio,Gratis,Araba
Quincena Musical De San Sebastián 2022: Ballet Flamenco De Andalucía,Danza,20220817,20220817,"43.320725,-1.984449",Donostia-San Sebastián,11 / 30 €,Gipuzkoa
Quincena Musical De San Sebastián 2022: Quartetto Maurice,Concierto,20220817,20220817,"43.320725,-1.984449",Donostia-San Sebastián,10 €,Gipuzkoa
Ondare Ibilaldia,Otro,20220817,20220817,"43.175035,-1.3473861",Saint-Etienne-de-Baïgorry,5 € (urririk 8 urtez pekoentzat),Iparralde
Txirimiri Market,Feria,20220817,20220817,"43.427864,-2.811455",Bakio,Gratis,Bizkaia
Loida Y Gasti,Concierto,20220817,20220817,"43.427864,-2.811455",Bakio,Gratis,Bizkaia
Quincena Musical De San Sebastián 2022: Lokke: Doppelgänger (Cápsula 1),Danza,20220817,20220817,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Festival De Teatro De Humor De Araia 2022: Piensa En Wilbur,Teatro,20220817,20220817,"43.143332,-2.962985",Llodio,Gratis,Araba
Semana Grande De Donostia/San Sebastián 2022: Skakeitan + 3Gabe2,Concierto,20220817,20220817,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Festival De Las Murallas 2022: Mikra,Teatro,20220817,20220817,"42.817643,-1.648541",Pamplona/Iruña,Gratis,Navarra
Smc - Ciclo Salas De Música En La Calle 2022: Russafians,Concierto,20220817,20220817,"42.817643,-1.648541",Pamplona/Iruña,Gratis,Navarra
Programa De Fiestas De Ondarroa 2022,Otro,20220811,20220817,"43.320698,-2.420475",Ondarroa,0,Bizkaia
La Excavadora + Porco Bravo + Urrats,Concierto,20220817,20220817,"43.317233,-2.678958",Gernika-Lumo,Gratis,Bizkaia
Noches De Cine 2022 (Cine Al Aire Libre En Pamplona): Tom Eta Jerry,Proyección Audiovisual,20220817,20220817,"42.817643,-1.648541",Pamplona/Iruña,Gratis,Navarra
Programa Completo De Fiestas De Ondarroa 2022,Fiestas,20220811,20220817,"43.320698,-2.420475",Ondarroa,0,Bizkaia
Semana Grande De Donostia/San Sebastián 2022: Blue Blue! Bla Bla!,Teatro,20220817,20220817,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
